"深圳", "Shēnzhèn", "深圳"
"高兴", "gāoxìng", "うれしい"
"微信", "Wēixìn", "WeChat"
"方便", "fāngbiàn", "便利だ"
"多大", "duō dà", "何歳？"
"车站", "chēzhàn", "駅、バス停"
"吃饭", "chīfàn", "食事をする"
"知道", "zhīdào", "知る、分かる"
"工作", "gōngzuò", "働く"
"生日", "shēngrì", "誕生日"
