"妈妈", "māma", "お母さん"
"哥哥", "gēge", "お兄さん"
"他们", "tāmen", "彼ら"
"她们", "tāmen", "彼女たち"
"妈妈", "māma", "お母さん"
"哥哥", "gēge", "お兄さん"
"衣服", "yīfu", "服"
"多少", "duōshao", "いくつ、どのくらい"
"桌子", "zhuōzi", "机、テーブル"
